name,brand,description,product_id,availability,price (NRs),avg_rating
"Nulo MedalSeries  Wet Cat Food Topper - Limited Ingredient, 2.8 Oz.",Nulo,"Nulo MedalSeries  Wet Cat Food Topper - Limited Ingredient, 2.8 Oz.",5268799,1,260.0625,5.0
Purina Urinary Tract Health Pro Plan Focus Adult Wet Cat Food - 5.5 Oz,Purina Pro Plan,Purina Urinary Tract Health Pro Plan Focus Adult Wet Cat Food - 5.5 Oz,5266917,1,235.125,4.4578
Royal Canin Maine Coon Breed Adult Dry Cat Food,Royal Canin,Royal Canin Maine Coon Breed Adult Dry Cat Food,5204033,1,4511.3125,4.8477
"WHIMZEES Variety Value Box Medium Dental Dog Treat - Natural, Grain Free, 28 Count",Whimzees,"WHIMZEES Variety Value Box Medium Dental Dog Treat - Natural, Grain Free, 28 Count",5287577,1,4131.3125,4.8571
Nerf and amp;trade; Dog X-Weave Launching Duck Dog Toy,Nerf Dog,Nerf and amp;trade; Dog X-Weave Launching Duck Dog Toy,5308496,1,1898.8125,3.1429
"KONG and reg; Squeezz and reg; Tennis Ball Dog Toy - 2 Pack, Squeaker (COLOR VARIES)",KONG,"KONG and reg; Squeezz and reg; Tennis Ball Dog Toy - 2 Pack, Squeaker (COLOR VARIES)",5308281,1,1305.0625,2.3636
Top Paw and reg; Allergy Relief Dog Conditioner - Lavender  and amp; Rosemary,Top Paw,Top Paw and reg; Allergy Relief Dog Conditioner - Lavender  and amp; Rosemary,5296421,1,1186.3125,4.5
"Top Paw and reg; Pink Paw Dog Leash: 6-ft long, 1-in wide",Top Paw,"Top Paw and reg; Pink Paw Dog Leash: 6-ft long, 1-in wide",5307440,1,2017.5624999999998,4.25
Arcadia Trail and amp;trade; Lightweight Dog Harness,Arcadia Trail,Arcadia Trail and amp;trade; Lightweight Dog Harness,5296149,0,3561.3125,3.6769
Top Paw and reg; Navy  and amp; White Striped Pillow Dog Bed,Top Paw,Top Paw and reg; Navy  and amp; White Striped Pillow Dog Bed,5321216,0,1658.9375,4.5
KAYTEE and reg; Strawberry  and amp; Flax Superfood Treat Stick,Kaytee,KAYTEE and reg; Strawberry  and amp; Flax Superfood Treat Stick,5308927,1,711.3125,4.625
Top Paw and reg; TUFF with Bite Shield and amp;trade; Protection Monkey Dog Toy - Tough Plush,Top Paw,Top Paw and reg; TUFF with Bite Shield and amp;trade; Protection Monkey Dog Toy - Tough Plush,5308132,1,1065.1875,2.7424
Whisker City and reg; Hooded Cat Bed,Whisker City,Whisker City and reg; Hooded Cat Bed,5138724,0,,4.5
Mobile Dog Gear Dine Away Dog Bag,Mobile Dog Gear,Mobile Dog Gear Dine Away Dog Bag,5313092,1,4748.8125,5.0
"Nature's Recipe Wet Dog Food All Ages - Chicken, Salmon, Turkey",Nature's Recipe,"Nature's Recipe Wet Dog Food All Ages - Chicken, Salmon, Turkey",5282601,1,1768.1875,4.6364
Mobile Dog Gear Week Away Tote Pet Travel Bag,Mobile Dog Gear,Mobile Dog Gear Week Away Tote Pet Travel Bag,5313199,1,8311.3125,5.0
"Collachews Rawhide Alternative 6 and quot; Rolls Collagen Dog Treats - Natural, Peanut Butter",Collachews,"Collachews Rawhide Alternative 6 and quot; Rolls Collagen Dog Treats - Natural, Peanut Butter",5322555,1,2967.5625,4.265497674418605
ROAM and reg; El Grande Gnaw-Kle and amp;trade; Dog Bone Treat - Cape Ostrich,ROAM,ROAM and reg; El Grande Gnaw-Kle and amp;trade; Dog Bone Treat - Cape Ostrich,5294973,0,1898.8125,4.7
IRIS 3 Tier Wire Cat PlayPen,IRIS,IRIS 3 Tier Wire Cat PlayPen,5206517,0,37405.0625,4.3333
"Simply Nourish and reg; Source Cat Meal Topper - 1 Oz, Natural, Grain Free",Simply Nourish,"Simply Nourish and reg; Source Cat Meal Topper - 1 Oz, Natural, Grain Free",5285990,1,711.3125,4.5652
Lafeber's and reg; Nutri-Berries Tropical Fruit Parrot Food,Lafeber's,Lafeber's and reg; Nutri-Berries Tropical Fruit Parrot Food,1041486,1,1126.9375,4.7857
Delectables Savory Broths Senior Lickable Cat Treat - Chicken  and amp; Tuna,Delectables,Delectables Savory Broths Senior Lickable Cat Treat - Chicken  and amp; Tuna,5322882,0,141.3125,4.5
Viva La Kitty and reg; Savory Sticks Cat Treat - High Protein,Viva La Kitty,Viva La Kitty and reg; Savory Sticks Cat Treat - High Protein,5321199,1,248.18749999999997,5.0
"Hill's and reg; Science Diet and reg; Large Breed Adult Senior 7+ Dry Dog Food - Chicken Meal, Rice  and amp; Barley",Hill's Science Diet,"Hill's and reg; Science Diet and reg; Large Breed Adult Senior 7+ Dry Dog Food - Chicken Meal, Rice  and amp; Barley",5182763,1,7361.3125,4.7168
"Nutro Natural Choice and amp;trade; Heartly Stew Adult Wet Dog Food - Grain Free, 12.5oz",NUTRO,"Nutro Natural Choice and amp;trade; Heartly Stew Adult Wet Dog Food - Grain Free, 12.5oz",5230981,0,355.0625,4.7905
"Purina and reg; Pro Plan and reg; Veterinary Diets Dog Food - EN, Gastroenteric",Purina Pro Plan Veterinary Diets,"Purina and reg; Pro Plan and reg; Veterinary Diets Dog Food - EN, Gastroenteric",5258015,1,4511.3125,4.6847
Pet Head Sensitive Soul Shampoo for Delicate Skin Dogs - Coconut + Marula Oil - 16 Fl Oz,Pet Head,Pet Head Sensitive Soul Shampoo for Delicate Skin Dogs - Coconut + Marula Oil - 16 Fl Oz,5307170,1,1780.0625,4.5714
Hill's and reg; Science Diet and reg; Savory Stew Adult Senior 7+ Wet Dog Food - 12.8 oz,Hill's Science Diet,Hill's and reg; Science Diet and reg; Savory Stew Adult Senior 7+ Wet Dog Food - 12.8 oz,5166487,1,319.4375,4.8608
Nature's Miracle and reg; Single Cat Self-Cleaning Litter Box,Nature's Miracle,Nature's Miracle and reg; Single Cat Self-Cleaning Litter Box,5286668,1,18998.8125,1.8889
"Royal Canin Veterinary Diet Adult Urinary SO Loaf Canned Dog Food, 13.5 oz",Royal Canin Veterinary Diet,"Royal Canin Veterinary Diet Adult Urinary SO Loaf Canned Dog Food, 13.5 oz",5083856,1,521.3125,4.473
"Solid Gold Leaping Waters and amp;trade; Dog Food - Grain Free, Gluten Free",Solid Gold,"Solid Gold Leaping Waters and amp;trade; Dog Food - Grain Free, Gluten Free",5281218,1,355.0625,5.0
Bungalow Flooring Personalized Waterhog Squares Dog  and amp; Cat Bowl Placemat,Bungalow Flooring,Bungalow Flooring Personalized Waterhog Squares Dog  and amp; Cat Bowl Placemat,5312940,1,5936.3125,4.265497674418605
Top Paw and reg; Black Plaid Pillow Dog Bed,Top Paw,Top Paw and reg; Black Plaid Pillow Dog Bed,5302723,0,1658.9375,4.7692
Hill's and reg; Prescription Diet and reg; k/d Kidney Care Dog Food - Chicken,Hill's Prescription Diet,Hill's and reg; Prescription Diet and reg; k/d Kidney Care Dog Food - Chicken,5118450,1,473.8125,3.9891
NUTRO MAX and amp;trade; Adult Dry Dog Food - Beef,Nutro Max,NUTRO MAX and amp;trade; Adult Dry Dog Food - Beef,5329695,0,5580.0625,4.6429
"Wellness and reg; Shreds Adult Cat Food - Grain Free, Variety Pack",Wellness,"Wellness and reg; Shreds Adult Cat Food - Grain Free, Variety Pack",5280554,1,1578.1875,5.0
"KONG and reg; Wubba and amp;trade; Friends Dog Toy - Plush, Squeaker (CHARACTER VARIES)",KONG,"KONG and reg; Wubba and amp;trade; Friends Dog Toy - Plush, Squeaker (CHARACTER VARIES)",5147120,1,1898.8125,3.678
Armarkat  Beige  and amp; Ivory Snowy Velvet Pillow Dog Bed,Armarkat,Armarkat  Beige  and amp; Ivory Snowy Velvet Pillow Dog Bed,5311609,1,7836.312499999999,3.0
Purina and reg; Busy Bone Rollhide Small/Medium Dog Treat - Beef,Busy Bone,Purina and reg; Busy Bone Rollhide Small/Medium Dog Treat - Beef,5133345,1,1185.125,4.7308
"Instinct and reg; Raw Meals Freeze-Dried Adult Dog Food - Grain Free, Grass-Fed Lamb",Instinct,"Instinct and reg; Raw Meals Freeze-Dried Adult Dog Food - Grain Free, Grass-Fed Lamb",5306037,0,711.3125,4.4
"Only Natural Pet PowerGrains Adult Dry Dog Food - Poultry Feast, With-Grain, Chicken",Only Natural Pet,"Only Natural Pet PowerGrains Adult Dry Dog Food - Poultry Feast, With-Grain, Chicken",5301407,0,1898.8125,4.5208
Armarkat Pumpkin Luxe Velvet Orange Covered Cat Bed,Armarkat,Armarkat Pumpkin Luxe Velvet Orange Covered Cat Bed,5311657,0,3561.3125,4.265497674418605
Value Beds Grey Lines Cuddler Dog Bed,Value Beds,Value Beds Grey Lines Cuddler Dog Bed,5319368,0,602.0625,4.6316
"Merrick and reg; Backcountry and reg; Large Breed Adult Dry Dog Food - Chicken, Corn Free, Wheat Free",Merrick,"Merrick and reg; Backcountry and reg; Large Breed Adult Dry Dog Food - Chicken, Corn Free, Wheat Free",5299392,1,9735.125,4.4091
"Fancy Feast and reg; Broths Adult Cat Wet Food - 1.55 oz., Limited Ingredients, Grain Free",Fancy Feast,"Fancy Feast and reg; Broths Adult Cat Wet Food - 1.55 oz., Limited Ingredients, Grain Free",5221049,0,,4.3083
Top Paw and reg; Faux Fur Pouf Dog Bed,Top Paw,Top Paw and reg; Faux Fur Pouf Dog Bed,5298633,0,1789.5625,4.4565
Top Paw and reg; Thermoplastic Rubber Figure 8 Dog Toy,Top Paw,Top Paw and reg; Thermoplastic Rubber Figure 8 Dog Toy,5303999,1,711.3125,2.9545
ThunderShirt and reg; Insanely Calm and amp;trade; Cat Anxiety Shirt,ThunderShirt,ThunderShirt and reg; Insanely Calm and amp;trade; Cat Anxiety Shirt,5181810,1,4986.3125,4.2
K and amp;H CleanFlow and amp;trade; Cat Waterer,K&amp;H,K and amp;H CleanFlow and amp;trade; Cat Waterer,5198647,1,5223.8125,4.0667
Kentucky Wildcats NCAA Hoodie T-Shirt,Pets First,Kentucky Wildcats NCAA Hoodie T-Shirt,5258907,1,2967.5625,5.0
"Purina Pro Plan Focus  Kitten Dry Cat Food - With Vitamins, High-Protein, Chicken  and amp; Rice",Purina Pro Plan,"Purina Pro Plan Focus  Kitten Dry Cat Food - With Vitamins, High-Protein, Chicken  and amp; Rice",5139227,1,2136.3125,4.6955
Best Friends by Sheri Meow Hut Covered Dog  and amp; Cat Bed,Best Friends by Sheri,Best Friends by Sheri Meow Hut Covered Dog  and amp; Cat Bed,5330885,1,4155.0625,5.0
Whisker City Grey Cat Blanket,Whisker City,Whisker City Grey Cat Blanket,5297145,1,1186.3125,4.75
CHI and reg; Rubber Fur Accumulator Dog Brush,CHI,CHI and reg; Rubber Fur Accumulator Dog Brush,5270934,1,948.8125,4.0769
Rep-Cal Maintenance Formula Adult Bearded Dragon Food,Rep-Cal,Rep-Cal Maintenance Formula Adult Bearded Dragon Food,1051261,1,1186.3125,3.6
Purebites and reg; All Natural Salmon Freeze Dried Value Pack Cat Treat,PureBites,Purebites and reg; All Natural Salmon Freeze Dried Value Pack Cat Treat,5222190,1,473.8125,4.3529
Whisker City and reg; Cat Gentle Shampoo - Vanilla,Whisker City,Whisker City and reg; Cat Gentle Shampoo - Vanilla,5296480,1,1067.5625,5.0
Great Choice and reg;  Dog Jerky Treat - Beef,Great Choice,Great Choice and reg;  Dog Jerky Treat - Beef,5307335,1,2136.3125,4.7586
Pets First Las Vegas Raiders Cat Scratcher,Pets First,Pets First Las Vegas Raiders Cat Scratcher,5326091,1,2968.75,4.265497674418605
Pendleton Zion National Park Adventure Dog Leash; 6-ft long,Pendleton,Pendleton Zion National Park Adventure Dog Leash; 6-ft long,5325091,1,5403.125,4.265497674418605
"Merrick and reg; Backcountry and reg; Puppy Dry Dog Food - Chicken, Gluten Free, Grain Free",Merrick,"Merrick and reg; Backcountry and reg; Puppy Dry Dog Food - Chicken, Gluten Free, Grain Free",5299381,1,6410.125,4.3939
Hikari CrestGel and amp;trade; Ready-to-Use Reptile Food,Hikari,Hikari CrestGel and amp;trade; Ready-to-Use Reptile Food,5312231,1,1186.3125,4.5
Whisker City and reg; Crawling Bug Cat Toy,Whisker City,Whisker City and reg; Crawling Bug Cat Toy,5264295,0,592.5625,2.7143
Greenies and amp;trade; Feline Greenies SmartBites Hairball Control Adult Cat Treats - Tuna,Greenies,Greenies and amp;trade; Feline Greenies SmartBites Hairball Control Adult Cat Treats - Tuna,5286358,1,2255.0625,4.8036
Vitakraft and reg; Menu Canary  and amp; Finch Food,Vitakraft,Vitakraft and reg; Menu Canary  and amp; Finch Food,5166955,1,592.5625,5.0
"Blue Buffalo and reg; Homestyle Recipe  Senior Wet Dog Food - Natural, 12.5 Oz.",Blue Buffalo,"Blue Buffalo and reg; Homestyle Recipe  Senior Wet Dog Food - Natural, 12.5 Oz.",5200131,1,343.1875,4.5902
Petlinks and reg; Marble Mayhem and amp;trade; Rolling Marble Cat Toy,Petlinks,Petlinks and reg; Marble Mayhem and amp;trade; Rolling Marble Cat Toy,5305962,1,830.0625,3.5294
Top Paw and reg; Paw Dog Collar,Top Paw,Top Paw and reg; Paw Dog Collar,5263223,0,1780.0625,4.625
